When-Taking-Survey,First-Time,Status,Status-Other,Department,Research,Field,OS,With-Friend,Programming-Usage,Current-Tools,Have-Dataset,Data-Management-Strategy,Data-Analysis-Workflow,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Hope-to-Learn,Workshop-in-US
1,1,6,,UC Museum of Paleontology, Paleontology,"I manage the invertebrate fossil collection of the UCMP, which includes cataloging specimens and making this data available online through our database other aggregators (i.e. iDigBio, Encyclopedia of Life). ",1,1,1, 2         ,2,2,3,5,5,3,3,"How to organize and archive cataloging spreadsheets. How to use web services via OpenRefine or ROpenSci to check cataloged data against APIs such as Macrostrat (https://macrostrat.org/), paleobiology database (https://paleobiodb.org/data1.2/), WORMS (http://iphylo.org/~rpage/phyloinformatics/services/reconciliation_worms.php) and GBIF (http://iphylo.org/~rpage/phyloinformatics/services/reconciliation_gbif.php).",1
1,1,6,,Biology,9 ,"Don't do research.  Responsible for training, outreach, documentation and community building.",1,2,4, 2   6     ,4,4,5,5,5,5,1,,1
1,2,4,,"Biotech/Bioservices Center, microbiome sequencing core",10 ,microbial community analysis based on 16S amplicon sequencing,2,3,6,12    7   have a mysql database but need to learn to use it better,1,2,4,5,5,5,5,SQL!!! I won't be able to attend the entire session but really want to see your incorporation of SQL and R,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,neurobiology,9 ,histological damage from repeated concussions,1,3,3, 2         ,2,2,0,4,5,4,3,,1
1,1,2,,Integrative Biology,10 ,Evolution of growth rates through time as related to body size increase.,3,3,3, 2    7    ,4,2,2,5,5,5,2,I want to learn and become more comfortable with the tools that will allow me to move into other more quantitative areas of research.,1
1,1,5,,Lake Management,10 ,I work for a company that monitors freshwater lakes. We gather and analyze large amounts of data for the purpose of determining water quality and best management practices.,1,1,1, 2         ,2,2,2,1,1,1,1,How to organize data so that it can be used in R and how to create maps using R.,1
1,1,6,,Library and Connecticut State Data Center, Demographic data,Using Census and other federal population and demographic data sets in conjunction with visualization and analysis projects.,3,2,1, 2         ,1,2,2,4,4,4,4,An introduction to the tools and a practical strategy for learning more!,1
1,1,6,,Library, Library and Information Science,Systems Librarian.,1,2,3,12         ,4,0,0,4,4,4,2,exposure to programming languages I am not familiar with and how it can be used to manipulate data,1
1,1,5,,Lake Management,10 ,"I am interested in how physical, chemical, and biological factors combine to influence water quality and ecosystem functioning in lake ecosystems and what can be done to restore or enhance water quality. My company conducts a lot of long term monitoring of lakes in the greater New England area so we have a lot of data and I am looking for a better way to organize and analyze that data. ",1,1,2, 2         ,2,2,2,5,5,5,3,Ideally I would love to learn the best way to organize the vast quantities of data I have already and get some practice graphing and representing that data in different ways. ,1
1,1,1,,Integrative Biology,10 ,Vertebrate paleontology; functional morphology ,1,1,2, 2         ,2,2,2,5,5,5,3,,1
1,1,2,,Energy and resources group,7 ,I'm researching generation expansion planning models. I will work with the Switch model developed at Berkeley on uncertainty topics and maybe improving and updating its Chile database.,3,2,4, 2         ,4,2,0,5,5,5,3,"I want to learn to work with databases amd organizing data through code, rather than Excel spreadsheets.",1
1,1,2,,Integrative Biology,10 ,"I work on phylogenetics and taxonomy of echinoderms, and I'm also very interested in morphological evolution and diversity dynamics through time.",3,1,2," 2        Phylogenetic software (Mesquite, PAUP and TNT)",3,2,2,5,5,4,3,I want to learn how to be more efficient while managing the data i get from my research.,1
1,1,5,,Data Curation (usually biological assay data),9 ,"I work in the data curation team for a pharma company.  Typically I work on annotating assays using controlled vocabularies, and also tried to assist informaticians with research questions",3,1,5," 2      9 Spotfire, a bit of RDF",4,3,3,4,4,3,3,Get an general introduction to R and other data analysis tools,1
1,1,6,,UCMP," Life sciences (ecology & zoology) and earth sciences (geology, paleoclimatology)","I study the history of life on earth and try to elucidate the pattern, processes, and mechanisms by which change in communities happens over geologic time scales. ",3,1,5, 2  5 7    ,1,3,3,4,3,4,3,"I hope to learn something to some reasonable level of proficiency, rather than simply be exposed to lots of things without getting an opportunity to learn any of them properly.",1
1,1,,,,  ,,,,,           ,,,,,,,,,2
1,1,6,,Library & Technology Services, library science and data management,"I am a science librarian supporting students and researchers in many disciplines.  One of the emerging areas within research is data management, particularly as it applies to data integrity, sharing, and visualization.  I hope this workshop will improve my own skills in these areas and knowledge of options to better support my patrons.",3,1,2, 2         ,3,2,2,5,4,4,4,I most hope to achieve a greater understanding of the comparative strengths and weaknesses of the languages and tools we will be learning.  When should I use R vs. python?  Will there be a point when I use tableau for all charts and graphs or will I still rely on Excel for quick or simple things?  And the proficiency to make the best use of the options out there.  ,1
1,1,6,,Library & Technology Services,1 ,"I lead a merged team of librarians, technologists and academic specialists in support of ""universal faculty happiness"". Data support in my role includes service/resource data, instructional/LMS data, and support for faculty research.",1,3,2, 2        learning R,4,2,2,5,5,3,3,"I am building my data analysis toolbox, and am interested in what the workshop has to offer. I do not have a particular tool/skill/research question that I am intent on learning about at this workshop.",1
1,1,4,,natural resources,10 ,wildlife ecology.  ,3,2,3, 2    7    ,1,4,3,4,4,4,2,data summary in R   multivariate stats,1
1,1,2,,sociology, Social Sciences,online drug trade,2,1,3, 2   67   google fusion,1,3,3,4,5,5,3,"I hope to learn how to upload dataset to an url, and then import the data to R from the url/cloud",1
1,1,3,,Pharmaceutical Sciences,9 ,I study nanoparticle-cell interaction and any cellular effects that these particles have. Goal is use nanoparticles as a therapeutic payload.,1,3,1, 2         ,3,2,2,1,1,1,3,"I generate a lot of numbers from my image analysis. I hope to stream line my workflow, data storage and use R in future to generate (interactive) graphs.",1
1,1,6,,Health Disparities Insitute,14 ,"Health Disparities = differences in health outcomes, and causes of them. Causal inference questions, mediation (indirect effects). Claims data analysis. ",3,1,3," 2        SPSS, Stata.",1,5,5,5,5,4,2,Comfort using R and learn SQL tools.,1
1,1,0,librarian,MIT Libraries, Information use,"I am a Collections Analyst and Strategist.  I provide analysis of library data, holdings and use of print and electronic collections, to inform decisions for library collections, services and budgets.",3,2,6,12        IBM Cognos and Brioquery,1,2,2,4,4,4,4,"Better understanding of the software available that may help my work and an understanding of how to approach learning the software.  Better practices for data management to avoid sloppy errors.  (note: I've tried to learn R multiple times, with no success.  I have no experience programming.  I have taken the Lynda.com R Studio course, I've used books about R, and I've taken a 1 hour R workshop.)",1
2,1,4,,Library - Information Services, Engineering & Social Science,I am a librarian for data services in STEM and the social sciences. ,3,1,3, 2    78   ,4,4,4,5,5,5,4,"I am hoping to further bolster my skill with each tool, but I am also hoping to see the pedagogical aspects behind how they are taught so that I can offer these as classes myself.",1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Library ,1 ,"Library service & space assessment and user experience. I work with usage statistics and other quantitative measures, and also conduct various qualitative studies as well (usability studies, ethnographic methods, etc.) Currently working with hourly headcount dat collected manually on different parts of the library. ",1,1,1," 2        Started learning Tableau, but don't use it regularly yet. ",2,1,1,5,3,3,3,"A more efficient way to clean up and organise my data, so that I can actually get to the analysis more easily. ",1
1,1,6,,Medical Library, Would likely be assisting researchers studying medicine/life sciences/dentistry/public health,"Honestly, this is mostly an attempt to prepare for what we see as a likely important focus for the library/our users in the future, rather than to address a specific existing need. We expect that data management will only become more important, and that being able to understand and assist researchers with these tasks will be a valuable service for the library to be able to provide.",3,2,3, 2         ,4,3,3,5,4,4,4,A better sense of what tools are available and how to use them.,1
1,1,5,,not affiliated with Boston College,6 ,Financial portfolio modeling; stock market analysis.,1,2,4, 23   7   Stata,3,2,2,5,5,5,4,"SQL is new to me, and I hope to learn how it might replace Filemaker for my purposes. Also would like to learn and streamline access to data from 'legacy' sources (like Excel, or financial data from Yahoo).",1
1,1,5,,Digital Historical and Magazine Archives,8 ,"I am a product services manager, working with a team to create tools for both data visualization and true text and data-mining, largely in the humanities. I want to gain a better understanding of what is possible with data, what current needs are, and how to better serve those needs, as well as get a solid grounding in the technical experience of data visualization and mining from the ground up.",3,1,1, 2         ,4,3,2,5,5,5,3,"I have no delusions of becoming a master programmer, but I DO want to gain a better understanding of the process of data/text visualization and mining and how it it can be used.",1
1,1,2,,History,8 ,I'm currently working on changes in the medieval English landscape as a result of massive church construction in the 11th century. I've been doing work with GIS viewshed analysis and would like to use R to do statistical work for Monte Carlo testing to see how significant or not visibility was in selecting sites for churches.,3,1,4, 2         ,1,3,2,5,5,5,3,"More familiarity with Python, statistical analysis with R",1
1,1,2,,Animal Science,9 ,"RNA-seq data analysis, all the software we need and how to use them",3,1,1,     67    ,1,0,0,4,4,4,3,"how to analyze the data, what software we need to use,know how to use the software, the recomended pipeline ",1
1,1,6,,Environmental Science and Policy,5 ,,1,2,2, 2         ,4,3,3,5,5,5,5,,1
1,1,3,,Molecular Biology and Microbiology,9 ,"I am studying the bacterium that causes the disease cholera, and its natural predators. I am using genetic approaches to determine how these predators survive and kill this bacterium.",1,2,1, 2         ,3,3,3,4,4,3,4,More efficient ways to analyze large datasets.,1
1,1,2,,History,8 ,"I study the economics of the Viking Age, using the distribution of necklace beads (recovered archaeologically) to trace long-distance exchange and the consumption of trade goods. This depends upon correlating the characteristics (size, decoration, color) that define different types of beads, as well as the types of beads that appear together as necklace groups. Tracing the changing distributions of beads and bead-groups over time reveals the formation of trade networks that not only imported beads and raw glass (ultimately originating in the Eastern Mediterranean), but also exported—among other commodities—slaves captured during viking raids in the west.",1,3,4, 2         ,3,2,2,5,4,3,3,"I hope that this workshop prepares me to gather the right data more efficiently, and that I'm ready to conduct rapid analysis both while researching and upon the completion of data collection.",1
1,1,3,,Microbiology,9 ,My research is related to tuberculosis. We study the interactions between human cells and the bacteria in vitro at a single cell level. Information we obtained is mainly trough fluorescent microscopy. Then quantitative analysis is performed to identify specific patterns.,1,2,1, 2         ,4,2,3,5,5,5,4,Learn the fundamentals of Matlab and Python to be able to analyze data by myself in the future.,1
1,1,3,,Biology,10 ,To analyze how C. elegans move according to environmental conditions and its memory of past events.   To analyze C. elegans gene expression pattern using RNA-seq.,3,2,1, 2 4       ,4,1,1,1,1,1,1,"intro as how to construct a data-base, intro as how to analyze RNA seq data, intro to linux, R, Python",1
