"","Start.Date","End.Date","When.Taking.Survey","First.Time","Status","Status.Other","Department","Discipline","Discipline.Other","OS","With.Friend","Programming.Usage","Current.Tools.1","Current.Tools.2","Current.Tools.3","Current.Tools.4","Current.Tools.5","Current.Tools.6","Current.Tools.7","Have.Dataset","Data.Management.Strategy","Data.Analysis.Workflow","Data.Organization","Using.Scripting.Language","Using.R.or.Python","Value.of.SQL.or.Python","Hope.to.Learn","Workshop.in.US","Age","Gender","Gender.Other","Race","Race.Other","year.survey"
"1936","5/17/16 11:07","5/17/16 11:20","I am taking this survey before coming to the workshop","Yes","Post-doc","","NIAMS","Life Science ","","Not sure","Not sure","Monthly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Very unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","I would like to learn nice ways to manage sequence data in cyber space or on hard disk. I am also interested in writing R script for analyzing the data.","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2016"
"1937","5/17/16 6:31","5/17/16 6:33","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Post-doc","","Oncology","Life Science ","","Apple OS","Yes","Several times a year","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Neutral","Neutral","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1938","5/17/16 4:40","5/17/16 4:45","I am taking this survey before coming to the workshop","Yes","Post-doc","","Experimental Immunology","Public Health","","Apple OS","Yes","Monthly","Excel or other spreadsheet program","R","MATLAB","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Very satisfied","Strongly agree","Agree","Agree","Strongly disagree","","No","","No Answer",NA,"No Answer","","2016"
"1939","5/16/16 21:15","5/16/16 21:23","I am taking this survey before coming to the workshop","Yes","Other","Health scientist administrator/NCI","CRCHD/NCI","Other","Health Sciences","Windows","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Neutral","Neutral","Neutral","Learning about data analysis tools/process for potential meta-analysis.","Yes","55-64","Female",NA,"White / Caucasian","","2016"
"1940","5/16/16 19:16","5/16/16 19:26","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Biological & Environmental Engineering","Life Science ","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","I'm excited to get exposed to new tools such as OpenRefine, R Markdown and SQL and overall learn to create a better workflow for future data management and analysis.","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"1941","5/16/16 8:06","5/16/16 9:44","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Graduate Student","","Rural Sciences and Foos Systems","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Very satisfied","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Obtaining a good introduction","No","","No Answer",NA,"No Answer","","2016"
"1942","5/16/16 7:33","5/16/16 7:37","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Faculty","","Information Services","Other","Information Science","Windows","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Neutral","Neutral","Neutral","Ideas about current topics of [data science] interest to different research communities. ","No","","No Answer",NA,"No Answer","","2016"
"1943","5/16/16 4:40","5/16/16 4:43","I am taking this survey before coming to the workshop","Yes","Post-doc",""," ","Medicine","","Linux","Yes","Monthly","Excel or other spreadsheet program","R","Python","MATLAB","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Agree","Agree","Strongly agree","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1944","5/16/16 4:22","5/16/16 4:27","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff",""," ","Life Science ","","Not sure","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Satisfied","Neutral","Agree","Strongly agree","Strongly agree","Agree","How to use R and SQL to help organise my sample information better and also to simplify routine data analysis.","No","","No Answer",NA,"No Answer","","2016"
"1945","5/16/16 4:07","5/16/16 4:11","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff",""," ","Humanities","","Windows","No","Weekly","SQL","","","","","","","I do not have data yet","Neutral","Neutral","Strongly agree","Agree","Agree","Strongly disagree","How the workshop is structured and run.

The types of people that attend","No","","No Answer",NA,"No Answer","","2016"
"1946","5/16/16 1:32","5/16/16 1:36","I am taking this survey before coming to the workshop","Yes","Post-doc","","Institute of Experimental Immunology","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Agree","Agree","Neutral","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1947","5/15/16 16:31","5/15/16 16:33","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Pathology","Life Science ","","Apple OS","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Agree","Agree","Agree","be more efficient ","No","","No Answer",NA,"No Answer","","2016"
"1948","5/15/16 15:42","5/15/16 15:47","I am taking this survey before coming to the workshop","Yes","Post-doc","","Psychiatry","Life Science ","","Windows","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Neutral","Agree","","No","","No Answer",NA,"No Answer","","2016"
"1949","5/15/16 9:14","5/15/16 9:16","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Plant Sciences Department","Life Science ","","Linux","No","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1950","5/14/16 6:07","5/14/16 6:12","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Haematological Cancer Genetics","Life Science ","","Windows","No","Daily","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","How to be more organised, reproducible and efficient with data analysis. A bit of a primer in orc would be helpful. ","No","","No Answer",NA,"No Answer","","2016"
"1951","5/13/16 19:19","5/13/16 19:25","I am taking this survey before coming to the workshop","Yes","Faculty","","Libraries","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Develop a level of confidence to continue learning on my own.","Yes","45-54","Female",NA,"White / Caucasian","","2016"
"1952","5/13/16 14:14","5/13/16 14:19","I am taking this survey before coming to the workshop","Yes","Faculty","","School of Human Services","Public Health","","Windows","Not sure","I have never programmed","","","","","","","","I do not have data yet","Not sure","Not sure","Strongly agree","Neutral","Neutral","","Data management techniques and more efficient data analysis methods","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"1953","5/13/16 14:07","5/13/16 14:17","I am taking this survey before coming to the workshop","Yes","Staff","","Vertebrate Genomics, EBI","Life Science ","","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","Improved effiency and accuracy in data manipulation.","No","","No Answer",NA,"No Answer","","2016"
"1954","5/13/16 13:19","5/13/16 13:24","I am taking this survey before coming to the workshop","Yes","Graduate Student","","CRUK Cambridge Institute (Medical Oncology)","Medicine","","Apple OS","No","I have never programmed","","","","","","","","I am working on generating data","Very unsatisfied","Very unsatisfied","Strongly agree","Neutral","Neutral","Neutral","I need to learn to use excel spreadsheet on day 1, and then happy to learn whatever additions I need to optimise my data collection and manipulation skills","Yes","25-34","Male",NA,"Other","Indian/Australian","2016"
"1955","5/13/16 5:53","5/13/16 5:56","I am taking this survey before coming to the workshop","Yes","Post-doc","","Department of Pediatric Research Women and Children��_��s Division","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1956","5/13/16 5:48","5/13/16 5:53","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Life Science ","","Windows","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Agree","Agree","Neutral","Neutral","Confidence and efficiency in handling and interpreting my data.","No","","No Answer",NA,"No Answer","","2016"
"1957","5/13/16 5:22","5/13/16 5:27","I am taking this survey before coming to the workshop","Yes","Post-doc","","Oncology","Life Science ","","Apple OS","Yes","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","Analyse my data more efficiently with tools such as R.","No","","No Answer",NA,"No Answer","","2016"
