When-Taking-Survey,First-Time,Research,Status,Status-Other,Involvement,Practical-Knowledge,Organize-Data,Use-OpenRefine,Import-Python,Import-R,Visualizations-in-Python,Visualizations-in-R,Construct-SQL,Use-command-line,Skill-Level-Prior,Skill-Level-Following,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Application,Worth-My-Time,Material,Recommend,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Effective,Instructors-Enthusiastic,Workshop-in-US
"I have just completed the workshop, and am taking it at the event",yes,pharmacology,Post-doc,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Social Science,Staff,,Somewhat involved,Some practical knowledge,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neither high nor low,Somewhat higher,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,,Usually,Usually,Sometimes,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,"neurology, genetics",Faculty,,Very involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,IT support for bioinformatics,Staff,,Somewhat involved,Some practical knowledge,Neutral,Agree,Agree,Agree,,Strongly Agree,,Neutral,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,,Most of the time,Most of the time,Most of the time,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,Neuroscience,Graduate student,,Very involved,A great deal,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Biochemistry,Faculty,,Very involved,A great deal,Agree,,,Agree,,Agree,,Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,,Disagree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Developmental biology,Graduate student,,Enthusiastically involved,Some practical knowledge,Agree,Disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Very low,Somewhat higher,Agree,Agree,Agree,Strongly disagree,Neutral,Agree,Agree,,Always,Always,Usually,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,Neuroscience,Undergraduate student,,Somewhat involved,A great deal,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree,Strongly Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Economics,Staff,,Somewhat involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,CS,Staff,,Enthusiastically involved,Some practical knowledge,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,,Usually,Usually,Usually,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,biomedical sciences (hematology),Post-doc,,Very involved,A great deal,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,,Graduate student,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,,Strongly Agree,,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,,Staff,,Very involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,yes
"I have recently completed the workshop, and am taking it after I left the event",no,Genetics,Staff,,Enthusiastically involved,Some practical knowledge,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Neutral,Neither high nor low,About the same,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,,Always,Always,Most of the time,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Molecular and Microbiology,Post-doc,,Very involved,A great deal,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,High,Somewhat higher,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,,Always,Most of the time,Most of the time,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Bioinformatics,Graduate student,,Very involved,A great deal,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neither high nor low,Higher,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,,Always,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Graduate student,,Very involved,Some practical knowledge,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,,Somewhat higher,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,,Most of the time,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Post-doc,,Very involved,A great deal,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither high nor low,Higher,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,Always,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",no,physiology,Post-doc,,Enthusiastically involved,A great deal,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,,Most of the time,Always,Most of the time,Always,no
"I have recently completed the workshop, and am taking it after I left the event",no,"Microbiology, ecology and evolution",Staff,,Very involved,Some practical knowledge,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Disagree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,,Always,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Cell Biology,Post-doc,,Very involved,Some practical knowledge,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Agree,Low,About the same,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,,Most of the time,Always,Most of the time,Always,no
"I have recently completed the workshop, and am taking it after I left the event",no,Microbiology,Post-doc,,Enthusiastically involved,A great deal,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Neither high nor low,Somewhat higher,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,,Sometimes,Most of the time,Usually,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Graduate student,,Somewhat involved,Some practical knowledge,Agree,Agree,Strongly Agree��,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,,Most of the time,Most of the time,Most of the time,Most of the time,no
"I have recently completed the workshop, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,chemistry and biochemistry,Post-doc,,Very involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,Always,Sometimes,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Ecology,Staff,,Very involved,A great deal,Disagree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,,High,Somewhat higher,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,animal behaviour,Staff,,Very involved,Some practical knowledge,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,,High,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,,Always,Always,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",no,Astrophysics,Faculty,,Somewhat involved,Some practical knowledge,Neutral,Neutral,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Neutral,Neutral,,High,Somewhat higher,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,,Most of the time,Always,Most of the time,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,Biology,Graduate student,,Enthusiastically involved,A great deal,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,Agree,,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Most of the time,Always,Most of the time,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,"Biology-genomics, pop bio",Graduate student,,Very involved,A great deal,Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,,High,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Computer Science,Graduate student,,Very involved,Some practical knowledge,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Cancer Genomics,Faculty,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,,Agree,,Strongly Agree,Strongly Agree,,Low,Much higher,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Astronomy,Post-doc,,Very involved,A great deal,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Agree,,Low,Somewhat higher,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Mathematics,Other (please specify),I work in industry.,Enthusiastically involved,A great deal,Neutral,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Staff,,Enthusiastically involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Chemistry Education Research,Post-doc,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes
